date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:13	62658/62658	U-----	200	untouched ('OK')	text/html	etag:%22150-1774346954;gz%22	https://nmlc-campaign.net/save-new-mills-squash-court/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/save-new-mills-squash-court/index.html	(from https://nmlc-campaign.net/)
10:46:15	62007/62007	U-----	200	untouched ('OK')	text/html	etag:%22151-1774346955;gz%22	https://nmlc-campaign.net/save-new-mills-sports-hall/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/save-new-mills-sports-hall/index.html	(from https://nmlc-campaign.net/)
10:46:15	60641/60641	U-----	200	untouched ('OK')	text/html	etag:%22152-1774346955;gz%22	https://nmlc-campaign.net/who-we-are/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/who-we-are/index.html	(from https://nmlc-campaign.net/)
10:46:16	88982/88982	U-----	200	untouched ('OK')	text/html	etag:%22153-1774346956;gz%22	https://nmlc-campaign.net/history/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/history/index.html	(from https://nmlc-campaign.net/)
10:46:17	210685/210685	U-----	200	untouched ('')	image/jpeg	etag:%22336fd-663a3cbb-ee6141fcba5f185e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-1024x1009.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-1024x1009.jpg	(from https://nmlc-campaign.net/)
10:46:20	43450/43450	U-----	200	untouched ('OK')	text/html	etag:%22154-1774346957;gz%22	https://nmlc-campaign.net/category/blog/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/category/blog/index.html	(from https://nmlc-campaign.net/)
10:46:20	37123/37123	U-----	200	untouched ('OK')	text/html	etag:%22155-1774346958;gz%22	https://nmlc-campaign.net/privacy-policy/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/privacy-policy/index.html	(from https://nmlc-campaign.net/)
10:46:20	366457/366457	U-----	200	untouched ('')	image/jpeg	etag:%2259779-674c90f1-dd44eb19a1d17fd6;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/IMG-20240211-WA0004_cropped-edited.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/IMG-20240211-WA0004_cropped-edited.jpg	(from https://nmlc-campaign.net/)
10:46:20	68204/68204	U-----	200	untouched ('OK')	text/html	etag:%22156-1774346959;gz%22	https://nmlc-campaign.net/new-mills-leisure-centre-consultation-only-one-option-saves-both-the-squash-court-and-the-sports-hall/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/new-mills-leisure-centre-consultation-only-one-option-saves-both-the-squash-court-and-the-sports-hall/index.html	(from https://nmlc-campaign.net/)
10:46:20	107260/107260	U-----	200	untouched ('')	image/jpeg	etag:%221a2fc-674c92f7-82810fc1ed82354e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/1000031319-1024x461.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/1000031319-1024x461.jpg	(from https://nmlc-campaign.net/)
10:46:20	263605/263605	U-----	200	untouched ('')	image/jpeg	etag:%22405b5-674c90d1-9db438656b110dad;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-05-09-at-10.30.49-edited-1.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-05-09-at-10.30.49-edited-1.jpg	(from https://nmlc-campaign.net/)
10:46:21	9027/9027	---M--	200	added ('OK')	image/png	etag:%222343-663c0273-a60e7c6a7c799808;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/10-1.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/10-1.png	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:46:21	22482/22482	U-----	200	untouched ('')	image/jpeg	etag:%2257d2-674c9376-7555915dbce3a584;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/Hannah-Hodgson.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/Hannah-Hodgson.jpg	(from https://nmlc-campaign.net/)
10:46:22	49072/49072	---M--	200	added ('OK')	image/png	etag:%22bfb0-663c0213-6abf7ef3499edd73;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/12.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/12.png	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:46:22	5223/5223	U-----	200	untouched ('')	image/jpeg	date:Thu,%2025%20Jan%202024%2021:48:50%20GMT	https://dotcompatterns.wordpress.com/wp-content/uploads/2024/01/paint-small.jpg	C:/My%20Web%20Sites/nmlc-campaign/dotcompatterns.wordpress.com/wp-content/uploads/2024/01/paint-small.jpg	(from https://nmlc-campaign.net/)
10:46:24	44298/44298	---M--	200	added ('OK')	image/png	etag:%22ad0a-663c021c-9275aadf36fcc7bf;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/13.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/13.png	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:46:25	109197/109197	U-----	200	untouched ('')	image/jpeg	etag:%221aa8d-663a4a2e-df97b76f29edb83;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/junior-squash-lesson-under-12s-894x1024.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/junior-squash-lesson-under-12s-894x1024.jpg	(from https://nmlc-campaign.net/)
10:46:27	159046/159046	---M--	200	added ('OK')	image/jpeg	etag:%2226d46-66432231-55c07355e0c55078;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-13-at-21.49.54-1.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-13-at-21.49.54-1.jpg	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:46:27	54646/54646	U-----	200	untouched ('')	image/png	etag:%22d576-674c9469-2f122e4501e10090;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/Untitled-design-2.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/Untitled-design-2.png	(from https://nmlc-campaign.net/)
10:46:27	27073/27073	---M-Z	200	added ('OK')	text/css	etag:%2269c1-684c2290-9aa9ddd58729458f;gz%22	https://nmlc-campaign.net/wp-content/plugins/timeline-block/includes/cool-timeline-block/dist/style-index.css	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/timeline-block/includes/cool-timeline-block/dist/style-index.css	(from https://nmlc-campaign.net/who-we-are/)
10:46:28	42634/42634	U-----	200	untouched ('')	image/png	etag:%22a68a-674c944d-8e2103a0d2ddb332;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/1.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/1.png	(from https://nmlc-campaign.net/)
10:46:28	245677/245677	U-----	200	untouched ('')	image/jpeg	etag:%223bfad-663cf3c8-7ce2a870f2cac238;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/17191609_669295729916818_4744034916913399505_o.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/17191609_669295729916818_4744034916913399505_o.jpg	(from https://nmlc-campaign.net/)
10:46:28	5363/5363	U-----	200	untouched ('')	image/png	etag:%2214f3-674c947c-6268bb626aa1e859;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/3-150x150.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/3-150x150.png	(from https://nmlc-campaign.net/)
10:46:28	113904/113904	---M--	200	added ('OK')	image/jpeg	etag:%221bcf0-663b1062-c50d3dbb4a869c2d;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/full-group-picture-indoors-edited-1-2-1024x576.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/full-group-picture-indoors-edited-1-2-1024x576.jpg	(from https://nmlc-campaign.net/who-we-are/)
10:46:30	97158/97158	---M--	200	added ('OK')	image/jpeg	etag:%2217b86-663b10b9-306406c6f3813d31;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/hnpw-meeting-2-edited-1024x576.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/hnpw-meeting-2-edited-1024x576.jpg	(from https://nmlc-campaign.net/who-we-are/)
10:46:31	168605/168605	---M--	200	added ('OK')	application/pdf	etag:%222929d-673e2167-e873a80332708e7f;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/11/240318-Letter-of-complaint-to-HPBC.pdf.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/11/240318-Letter-of-complaint-to-HPBC.pdf.pdf	(from https://nmlc-campaign.net/who-we-are/)
10:46:31	40721/40721	U-----	200	untouched ('')	image/png	etag:%229f11-674c94dd-e3d61db73fac3552;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/4.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/4.png	(from https://nmlc-campaign.net/)
10:46:32	118136/118136	---M--	200	added ('OK')	application/pdf	etag:%221cd78-67249f00-40b2fbc44620ad07;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/11/NMLC-letter-to-Jon-Pearce.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/11/NMLC-letter-to-Jon-Pearce.pdf	(from https://nmlc-campaign.net/who-we-are/)
10:46:32	35395/35395	U-----	200	untouched ('')	image/png	etag:%228a43-674c9502-6db0d7cfafc3ef4e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/5.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/5.png	(from https://nmlc-campaign.net/)
10:46:32	38927/38927	U-----	200	untouched ('')	image/png	etag:%22980f-674c94ed-86c915b2e36dedf4;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/6.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/6.png	(from https://nmlc-campaign.net/)
10:46:32	52447/52447	U-----	200	untouched ('')	image/jpeg	etag:%22ccdf-66df6bf2-92557e1000e750ac;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n03330_big_cheques.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n03330_big_cheques.jpg	(from https://nmlc-campaign.net/)
10:46:32	49220/49220	---M--	200	added ('OK')	image/jpeg	etag:%22c044-66df6691-129a1ed74db829ff;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n07154_squash_courts.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n07154_squash_courts.jpg	(from https://nmlc-campaign.net/history/)
10:46:33	4113145/4113145	U-----	200	untouched ('')	application/pdf	etag:%223ec2f9-663cb6cf-af4bd55e0a461f82;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/New-Mills-Leisure-Centre-changes-Alternatives-to-current-proposal.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/New-Mills-Leisure-Centre-changes-Alternatives-to-current-proposal.pdf	(from https://nmlc-campaign.net/)
10:46:33	756620/756620	---M--	200	added ('OK')	image/jpeg	etag:%22b8b8c-66fc6016-8b4b216f1f6f5f5e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/D950-Proposed-swimming-pool-scaled.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/D950-Proposed-swimming-pool-scaled.jpg	(from https://nmlc-campaign.net/history/)
10:46:35	167661/167661	U-----	200	untouched ('')	image/jpeg	etag:%2228eed-674c93d7-8ef7544afecd89b1;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-02-22-at-12.03.37.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-02-22-at-12.03.37.jpg	(from https://nmlc-campaign.net/)
10:46:36	1032769/1032769	---M--	200	added ('OK')	image/jpeg	etag:%22fc241-66fc6ac5-890fc642e98c99d3;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/74_carnival_news_report_v2.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/74_carnival_news_report_v2.jpg	(from https://nmlc-campaign.net/history/)
10:46:36	3731262/3731262	---M--	200	added ('OK')	image/png	etag:%2238ef3e-66fc60f6-1d878a4b9241fbb5;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/nm_lc_floor_plan.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/nm_lc_floor_plan.png	(from https://nmlc-campaign.net/history/)
10:46:37	425954/425954	---M--	200	added ('OK')	image/jpeg	etag:%2267fe2-66fc5e47-6ca3c0ce9d95ec94;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/1977_carnival_wider.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/1977_carnival_wider.jpg	(from https://nmlc-campaign.net/history/)
10:46:38	19584/19584	U-----	200	untouched ('OK')	text/html	etag:%224c80-663cb6b0-7f934321dbadc565;gz%22	https://nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/inc/pdfjs/web/viewer.html	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/inc/pdfjs/web/viewer.html	(from https://nmlc-campaign.net/)
10:46:38	953/953	U-----	200	untouched ('OK')	application/x-javascript	etag:%223b9-663cb6b0-64b010a89a23ccf2;gz%22	https://nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/public/js/pdf-viewer-block.js?ver=6.7.5	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/public/js/pdf-viewer-blockd70e.js	(from https://nmlc-campaign.net/)
10:46:40	1310/1310	U-----	200	untouched ('OK')	application/x-javascript	etag:%2251e-663a2c99-d6055a4a7fce9ccf;gz%22	https://nmlc-campaign.net/wp-content/themes/varia-wpcom/js/primary-navigation.js?ver=1.3.28	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/themes/varia-wpcom/js/primary-navigationf91e.js	(from https://nmlc-campaign.net/)
10:46:41	66176/66176	---M--	200	added ('OK')	image/jpeg	etag:%2210280-66fc56b4-963ca6ec23f6362b;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/n13844.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/n13844.jpg	(from https://nmlc-campaign.net/history/)
10:46:42	774/774	U-----	200	untouched ('OK')	application/x-javascript	etag:%22306-684c2284-8a69594cd539be4d;gz%22	https://nmlc-campaign.net/wp-content/plugins/newsletter/main.js?ver=8.9.0	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/newsletter/main80fe.js	(from https://nmlc-campaign.net/)
10:46:43	3812/3812	U--MCZ	200	updated ('OK')	application/javascript	etag:W/7134-1748959715009.08	https://stats.wp.com/e-202613.js	C:/My%20Web%20Sites/nmlc-campaign/stats.wp.com/e-202613.js	(from https://nmlc-campaign.net/)
10:46:43	446765/446765	---M--	200	added ('OK')	image/jpeg	etag:%226d12d-66f1e2f0-e9acb7eb671f081b;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/New_Mills_Leisure_Centre_0023-1.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/New_Mills_Leisure_Centre_0023-1.jpg	(from https://nmlc-campaign.net/history/)
10:46:45	4598/4598	U-----	200	untouched ('OK')	image/svg+xml	etag:%2211f6-662ac4d0-ad034b397de5a0cd;gz%22	https://nmlc-campaign.net/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-includes/js/mediaelement/mejs-controls.svg	(from https://nmlc-campaign.net/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
10:46:45	962047/962047	---M--	200	added ('OK')	image/jpeg	etag:%22eadff-66fc6cd3-6c5d28a5f644f0d5;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/lc_opens_newspaper.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/lc_opens_newspaper.jpg	(from https://nmlc-campaign.net/history/)
10:46:45	7470156/7470156	---M--	200	added ('OK')	application/pdf	etag:%2271fc4c-66fc5632-6b224621394b6288;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/D782-2-NEWSPA-Carnival-1980.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/D782-2-NEWSPA-Carnival-1980.pdf	(from https://nmlc-campaign.net/history/)
10:46:45	9331077/9331077	---M--	200	added ('OK')	application/pdf	etag:%228e6185-66fc5605-70ee414d04126fe5;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/D1287-1-NM-Carnival-1977.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/D1287-1-NM-Carnival-1977.pdf	(from https://nmlc-campaign.net/history/)
10:46:47	509019/509019	---M--	200	added ('OK')	image/jpeg	etag:%227c45b-66ed452e-cdb98b6892b8ac10;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-15-at-17.57.26_038fd48f.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-15-at-17.57.26_038fd48f.jpg	(from https://nmlc-campaign.net/history/)
10:46:48	41128/41128	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:46:47%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/9.json	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:46:48	307215/307215	---M--	200	added ('OK')	image/jpeg	etag:%224b00f-66f1e0b7-2574ce6e63b27a4e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/IMG_20240921_115047.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/IMG_20240921_115047.jpg	(from https://nmlc-campaign.net/history/)
10:46:49	73157/73157	---M--	200	added ('OK')	image/jpeg	etag:%2211dc5-66df6838-b10dd2c93dc9aa30;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n13480_lc_ad.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n13480_lc_ad.jpg	(from https://nmlc-campaign.net/history/)
10:46:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2010:46:48%20GMT	https://nmlc-campaign.net/?p=9	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/indexb5fb.html	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:46:50	58967/58967	---M--	200	added ('OK')	image/jpeg	etag:%22e657-66df68f4-c7283c15f8dd71a;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n01233_wynfords_squash-1.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n01233_wynfords_squash-1.jpg	(from https://nmlc-campaign.net/history/)
